ward_id,ward_name,lga_id,state_id
WD_AK_NSIT_UBIUM_05,Nsit Ubium V,LGA_AK_NSIT_UBIUM,ST_AK
WD_AK_NSIT_UBIUM_06,Nsit Ubium VI,LGA_AK_NSIT_UBIUM,ST_AK
WD_AK_NSIT_UBIUM_07,Nsit Ubium VII,LGA_AK_NSIT_UBIUM,ST_AK
WD_AK_NSIT_UBIUM_08,Nsit Ubium VIII,LGA_AK_NSIT_UBIUM,ST_AK
WD_AK_NSIT_UBIUM_09,Nsit Ubium IX,LGA_AK_NSIT_UBIUM,ST_AK
WD_AK_NSIT_UBIUM_10,Nsit Ubium X,LGA_AK_NSIT_UBIUM,ST_AK
,,,
WD_AK_OBOT_AKARA_01,Obot Akara I,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_02,Obot Akara II,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_03,Obot Akara III,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_04,Obot Akara IV,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_05,Obot Akara V,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_06,Obot Akara VI,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_07,Obot Akara VII,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_08,Obot Akara VIII,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_09,Obot Akara IX,LGA_AK_OBOT_AKARA,ST_AK
WD_AK_OBOT_AKARA_10,Obot Akara X,LGA_AK_OBOT_AKARA,ST_AK
,,,
WD_AK_OKOBO_01,Okobo I,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_02,Okobo II,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_03,Okobo III,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_04,Okobo IV,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_05,Okobo V,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_06,Okobo VI,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_07,Okobo VII,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_08,Okobo VIII,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_09,Okobo IX,LGA_AK_OKOBO,ST_AK
WD_AK_OKOBO_10,Okobo X,LGA_AK_OKOBO,ST_AK
,,,
WD_AK_ONNA_01,Onna I,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_02,Onna II,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_03,Onna III,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_04,Onna IV,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_05,Onna V,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_06,Onna VI,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_07,Onna VII,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_08,Onna VIII,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_09,Onna IX,LGA_AK_ONNA,ST_AK
WD_AK_ONNA_10,Onna X,LGA_AK_ONNA,ST_AK
,,,
WD_AK_ORUK_ANAM_01,Oruk Anam I,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_02,Oruk Anam II,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_03,Oruk Anam III,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_04,Oruk Anam IV,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_05,Oruk Anam V,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_06,Oruk Anam VI,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_07,Oruk Anam VII,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_08,Oruk Anam VIII,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_09,Oruk Anam IX,LGA_AK_ORUK_ANAM,ST_AK
WD_AK_ORUK_ANAM_10,Oruk Anam X,LGA_AK_ORUK_ANAM,ST_AK
,,,
WD_AK_UDUNG_UKO_01,Udung Uko I,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_02,Udung Uko II,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_03,Udung Uko III,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_04,Udung Uko IV,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_05,Udung Uko V,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_06,Udung Uko VI,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_07,Udung Uko VII,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_08,Udung Uko VIII,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_09,Udung Uko IX,LGA_AK_UDUNG_UKO,ST_AK
WD_AK_UDUNG_UKO_10,Udung Uko X,LGA_AK_UDUNG_UKO,ST_AK
,,,
WD_AK_UKANAFUN_01,Ukanafun I,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_02,Ukanafun II,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_03,Ukanafun III,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_04,Ukanafun IV,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_05,Ukanafun V,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_06,Ukanafun VI,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_07,Ukanafun VII,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_08,Ukanafun VIII,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_09,Ukanafun IX,LGA_AK_UKANAFUN,ST_AK
WD_AK_UKANAFUN_10,Ukanafun X,LGA_AK_UKANAFUN,ST_AK
,,,
WD_AK_URUAN_01,Uruan I,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_02,Uruan II,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_03,Uruan III,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_04,Uruan IV,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_05,Uruan V,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_06,Uruan VI,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_07,Uruan VII,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_08,Uruan VIII,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_09,Uruan IX,LGA_AK_URUAN,ST_AK
WD_AK_URUAN_10,Uruan X,LGA_AK_URUAN,ST_AK
,,,
WD_AK_URUE_OFFONG_01,Urue Offong I,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_02,Urue Offong II,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_03,Urue Offong III,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_04,Urue Offong IV,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_05,Urue Offong V,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_06,Urue Offong VI,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_07,Urue Offong VII,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_08,Urue Offong VIII,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_09,Urue Offong IX,LGA_AK_URUE_OFFONG,ST_AK
WD_AK_URUE_OFFONG_10,Urue Offong X,LGA_AK_URUE_OFFONG,ST_AK
,,,
WD_RV_PORT_HARCOURT_01,Town I,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_02,Town II,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_03,Town III,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_04,Town IV,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_05,Diobu I,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_06,Diobu II,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_07,Diobu III,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_08,Diobu IV,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_09,Diobu V,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_10,Reclamation,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_11,Old GRA,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_12,New GRA,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_13,Rumuola,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_14,Oroabali,LGA_RV_PORT_HARCOURT,ST_RV
WD_RV_PORT_HARCOURT_15,Mile I,LGA_RV_PORT_HARCOURT,ST_RV
,,,
WD_RV_OBIO_AKPOR_01,Rumuodara,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_02,Rumuekini,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_03,Rumuokwuta,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_04,Rumuigbo,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_05,Rumuoji,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_06,Rumueme,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_07,Rumukalagbor,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_08,Rumudara,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_09,Rumuokwachi,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_10,Rumuagholu,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_11,Rumuepirikom,LGA_RV_OBIO_AKPOR,ST_RV
WD_RV_OBIO_AKPOR_12,Rumuadaolu,LGA_RV_OBIO_AKPOR,ST_RV
,,,
WD_RV_ELEME_01,Alesa,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_02,Aleto,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_03,Ogale,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_04,Onne,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_05,Akpajo,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_06,Alode,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_07,Ebubu,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_08,Eteo,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_09,Ekporo,LGA_RV_ELEME,ST_RV
WD_RV_ELEME_10,Ebubu East,LGA_RV_ELEME,ST_RV
,,,
WD_RV_OYIGBO_01,Oyigbo I,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_02,Oyigbo II,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_03,Oyigbo III,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_04,Oyigbo IV,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_05,Oyigbo V,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_06,Oyigbo VI,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_07,Oyigbo VII,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_08,Oyigbo VIII,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_09,Oyigbo IX,LGA_RV_OYIGBO,ST_RV
WD_RV_OYIGBO_10,Oyigbo X,LGA_RV_OYIGBO,ST_RV
,,,
WD_RV_TAI_01,Kpite,LGA_RV_TAI,ST_RV
WD_RV_TAI_02,Bunu,LGA_RV_TAI,ST_RV
WD_RV_TAI_03,Kira,LGA_RV_TAI,ST_RV
WD_RV_TAI_04,Banogo,LGA_RV_TAI,ST_RV
WD_RV_TAI_05,Nonwa,LGA_RV_TAI,ST_RV
WD_RV_TAI_06,Kporghor,LGA_RV_TAI,ST_RV
WD_RV_TAI_07,Barako,LGA_RV_TAI,ST_RV
WD_RV_TAI_08,Kpoghor,LGA_RV_TAI,ST_RV
WD_RV_TAI_09,Bera,LGA_RV_TAI,ST_RV
WD_RV_TAI_10,Seme,LGA_RV_TAI,ST_RV
,,,
WD_RV_KHANA_01,Bori,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_02,Kono,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_03,Baan,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_04,Kpean,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_05,Luuwa,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_06,Buua,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_07,Zaakpon,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_08,Yeghe,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_09,Kaa,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_10,Kporgu,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_11,Botem,LGA_RV_KHANA,ST_RV
WD_RV_KHANA_12,Kporgu II,LGA_RV_KHANA,ST_RV
,,,
WD_RV_GOKANA_01,Bodo,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_02,Deeyor,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_03,Bomu,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_04,Kpor,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_05,Mogho,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_06,K-Dere,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_07,Bere,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_08,B-Dere,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_09,Barabe,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_10,Kpordere,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_11,Teenkana,LGA_RV_GOKANA,ST_RV
WD_RV_GOKANA_12,Bope,LGA_RV_GOKANA,ST_RV
,,,
WD_RV_OKRIKA_01,Okrika I,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_02,Okrika II,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_03,Okrika III,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_04,Okrika IV,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_05,Okrika V,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_06,Okrika VI,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_07,Okrika VII,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_08,Okrika VIII,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_09,Okrika IX,LGA_RV_OKRIKA,ST_RV
WD_RV_OKRIKA_10,Okrika X,LGA_RV_OKRIKA,ST_RV
,,,
WD_RV_OGU_BOLO_01,Ogu I,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_02,Ogu II,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_03,Ogu III,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_04,Ogu IV,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_05,Ogu V,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_06,Bolo I,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_07,Bolo II,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_08,Bolo III,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_09,Bolo IV,LGA_RV_OGU_BOLO,ST_RV
WD_RV_OGU_BOLO_10,Bolo V,LGA_RV_OGU_BOLO,ST_RV
,,,
WD_RV_BONNY_01,Bonny I,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_02,Bonny II,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_03,Bonny III,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_04,Bonny IV,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_05,Bonny V,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_06,Bonny VI,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_07,Bonny VII,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_08,Bonny VIII,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_09,Bonny IX,LGA_RV_BONNY,ST_RV
WD_RV_BONNY_10,Finima,LGA_RV_BONNY,ST_RV
,,,
WD_RV_DEGEMA_01,Degema I,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_02,Degema II,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_03,Degema III,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_04,Degema IV,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_05,Degema V,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_06,Tombia,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_07,Bakpo,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_08,Usokun,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_09,Obuama,LGA_RV_DEGEMA,ST_RV
WD_RV_DEGEMA_10,Bille,LGA_RV_DEGEMA,ST_RV
,,,
WD_RV_ASARI_TORU_01,Buguma,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_02,Krakrama,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_03,Elem Kalabari,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_04,Idama,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_05,Abalama,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_06,Bakana,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_07,Obonoma,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_08,Okpo,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_09,Ibuguma,LGA_RV_ASARI_TORU,ST_RV
WD_RV_ASARI_TORU_10,Isaka,LGA_RV_ASARI_TORU,ST_RV
,,,
WD_RV_AKUKU_TORU_01,Abonnema,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_02,Buguma II,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_03,Kula,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_04,Soku,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_05,Elem Sangama,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_06,Chiri,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_07,Obonoma II,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_08,Krakrama II,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_09,Idama II,LGA_RV_AKUKU_TORU,ST_RV
WD_RV_AKUKU_TORU_10,Elem Kalabari II,LGA_RV_AKUKU_TORU,ST_RV
,,,
WD_RV_ANDONI_01,Andoni I,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_02,Andoni II,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_03,Andoni III,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_04,Andoni IV,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_05,Andoni V,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_06,Andoni VI,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_07,Andoni VII,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_08,Andoni VIII,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_09,Andoni IX,LGA_RV_ANDONI,ST_RV
WD_RV_ANDONI_10,Andoni X,LGA_RV_ANDONI,ST_RV
,,,
WD_RV_OPOBO_NKORO_01,Opobo I,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_02,Opobo II,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_03,Opobo III,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_04,Opobo IV,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_05,Nkoro I,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_06,Nkoro II,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_07,Nkoro III,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_08,Nkoro IV,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_09,Nkoro V,LGA_RV_OPOBO_NKORO,ST_RV
WD_RV_OPOBO_NKORO_10,Nkoro VI,LGA_RV_OPOBO_NKORO,ST_RV
,,,
WD_RV_AHOADA_EAST_01,Ahoada I,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_02,Ahoada II,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_03,Ahoada III,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_04,Ahoada IV,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_05,Ahoada V,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_06,Ogbo,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_07,Ula Upata,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_08,Upata,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_09,Ihuowo,LGA_RV_AHOADA_EAST,ST_RV
WD_RV_AHOADA_EAST_10,Edeoha,LGA_RV_AHOADA_EAST,ST_RV
,,,
WD_RV_AHOADA_WEST_01,Ahoada West I,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_02,Ahoada West II,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_03,Ahoada West III,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_04,Ahoada West IV,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_05,Ahoada West V,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_06,Ahoada West VI,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_07,Ahoada West VII,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_08,Ahoada West VIII,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_09,Ahoada West IX,LGA_RV_AHOADA_WEST,ST_RV
WD_RV_AHOADA_WEST_10,Ahoada West X,LGA_RV_AHOADA_WEST,ST_RV
,,,
WD_RV_EMOHUA_01,Emohua I,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_02,Emohua II,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_03,Emohua III,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_04,Emohua IV,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_05,Emohua V,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_06,Emohua VI,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_07,Emohua VII,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_08,Emohua VIII,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_09,Emohua IX,LGA_RV_EMOHUA,ST_RV
WD_RV_EMOHUA_10,Emohua X,LGA_RV_EMOHUA,ST_RV
,,,
WD_RV_IKWERRE_01,Isiokpo,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_02,Elele,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_03,Omerelu,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_04,Omademe,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_05,Ubima,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_06,Apani,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_07,Igwuruta,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_08,Rumuji,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_09,Aluu,LGA_RV_IKWERRE,ST_RV
WD_RV_IKWERRE_10,Omagwa,LGA_RV_IKWERRE,ST_RV
,,,
WD_RV_ETCHE_01,Okehi,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_02,Umuechem,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_03,Afara,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_04,Obite,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_05,Umuede,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_06,Chokocho,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_07,Umuokom,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_08,Umuoye,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_09,Akpoku,LGA_RV_ETCHE,ST_RV
WD_RV_ETCHE_10,Egwi,LGA_RV_ETCHE,ST_RV
,,,
WD_RV_OMUMA_01,Omuma I,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_02,Omuma II,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_03,Omuma III,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_04,Omuma IV,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_05,Omuma V,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_06,Omuma VI,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_07,Omuma VII,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_08,Omuma VIII,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_09,Omuma IX,LGA_RV_OMUMA,ST_RV
WD_RV_OMUMA_10,Omuma X,LGA_RV_OMUMA,ST_RV
,,,
WD_RV_OGBA_EGBEMA_NDONI_01,Omoku,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_02,Egbema,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_03,Ndoni,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_04,Usomini,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_05,Akabuka,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_06,Obrikom,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_07,Okposi,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_08,Obagi,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
WD_RV_OGBA_EGBEMA_NDONI_09,Egbeda,LGA_RV_OGBA_EGBEMA_NDONI,ST_RV
