id,name,villageId,officialOrder
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuonyebuikwu,Umuonyebuikwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuidiokwu,Umuidiokwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuezemma,Umuezemma,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu,5
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_ndiezike,Ndiezike,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu,6
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu_umuubakanwa,Umuubakanwa,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_uhungwu_uhungwu,7
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_ndiodiri,Umu Ndiodiri,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum,1
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_obanagwu,Umu Obanagwu,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum,2
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umueze_aboro,Umueze Aboro,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum,3
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_ezewinpi,Umu Ezewinpi,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum,4
anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum_umu_nchaaru,Umu Nchaaru,anambra_ihiala_okija_uhu0b0_na_uhuowelle_ofor_na_ngwu_ezewulum_ezewulum,5
anambra_ekwusigo_oraifite_unodu_isingwu_umuodum_odum_umuakamuchu,Umuakamuchu,anambra_ekwusigo_oraifite_unodu_isingwu_umuodum_odum,1
anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi_muoka,Muoka,anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi,1
anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi_odenyaba,Odenyaba,anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi,2
anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi_ezeagha,Ezeagha,anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi,3
anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi_ugwo,Ugwo,anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi,4
anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi_chijindu,Chijindu,anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuogbuefi,5
anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ezensoha,Ezensoha,anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu,1
anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ebekudike,Ebekudike,anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu,2
anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu_ezeagu,Ezeagu,anambra_idemili_south_nnobi_ebenesi_ifite_ogbeaduji_ihuolile_ezedeke_ezeagu,3
anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuokpala_umucheti,Umucheti,anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuokpala,1
anambra_ayamelum_anaku_ikenga_atava_opuatava_umuokpala_umucheti,Umucheti,anambra_ayamelum_anaku_ikenga_atava_opuatava_umuokpala,1
anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuokpala_umu_ukom,Umu - Ukom,anambra_anaocha_agulu_ifite_enu_amatutu_umugwo_umuokpala,2
anambra_ayamelum_anaku_ikenga_atava_opuatava_umuokpala_umu_ukom,Umu - Ukom,anambra_ayamelum_anaku_ikenga_atava_opuatava_umuokpala,2
